time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-05-31T19:43:16.140Z,36.30833333,-98186,7.87,2.01,ml,85,42,0.02789452614,0.22,ok,ok2020krjz,2020-06-01T18:29:45.637Z,6 km N of Ames. Oklahoma,earthquake,,0.4,0.21,12,reviewed,ok,ok
2020-05-31T19:43:10.700Z,17.9645,-66.9411,10,2.48,md,20,184,0.0628,0.19,pr,pr2020152018,2020-06-01T12:33:50.862Z,3 km WSW of Guánica. Puerto Rico,earthquake,0.53,0.39,0.38,14,reviewed,pr,pr
2020-05-31T19:33:26.190Z,42.0373333,-111.9456667,2.96,1.35,ml,13,115,0.1344,0.1,uu,uu60392067,2020-06-01T16:50:51.180Z,2 km E of Weston. Idaho,earthquake,0.36,3.47,0.03,2,reviewed,uu,uu
2020-05-31T19:30:56.921Z,60.3631,-152.2982,78.7,1.4,ml,,,,0.3,ak,ak0206zp6je8,2020-06-05T02:20:17.716Z,49 km NW of Ninilchik. Alaska,earthquake,,0.4,,,reviewed,ak,ak
2020-05-31T19:29:43.020Z,38138,-117.9592,13.4,1.5,ml,16,69.02,8,0.1,nn,nn00739881,2020-05-31T19:53:55.112Z,30 km SSE of Mina. Nevada,earthquake,,0.5,,,automatic,nn,nn
2020-05-31T19:25:41.253Z,52.4811,-166.7827,27.5,2.5,ml,,,,0.36,ak,ak0206zp5gfj,2020-06-10T00:52:42.137Z,149 km ESE of Nikolski. Alaska,earthquake,,2.3,,,reviewed,ak,ak
2020-05-31T19:25:29.083Z,38.1819,-117.78,4.5,3.6,ml,28,47.15,53,0.1299,nn,nn00739873,2020-06-01T19:26:39.077Z,36 km SE of Mina. Nevada,earthquake,,1.4,0.41,11,reviewed,nn,nn
2020-05-31T19:25:22.536Z,38.1465,-118.0091,7.2,2.7,ml,16,147.62,37,0.0961,nn,nn00739918,2020-06-08T16:08:14.040Z,28 km SSE of Mina. Nevada,earthquake,,0.9,1.17,3,reviewed,nn,nn
2020-05-31T19:24:12.500Z,58.2298333,-155.1605,3.3,-0.54,ml,6,221,0.01837,0.1,av,av70898484,2020-06-03T00:07:03.850Z,84 km NNW of Karluk. Alaska,earthquake,0.53,1.23,376,6,reviewed,av,av
2020-05-31T19:20:22.790Z,39.3241667,-123.3281667,3.18,0.92,md,8,154,0.1032,0.06,nc,nc73400061,2020-06-05T22:47:03.683Z,10km SSE of Willits. CA,earthquake,0.41,6.22,202,7,reviewed,nc,nc
2020-05-31T19:18:46.670Z,38211,-117789,7.3,0.8,ml,11,115.24,32,0.19,nn,nn00739871,2020-05-31T19:26:32.478Z,34 km SE of Mina. Nevada,earthquake,,12.5,,,automatic,nn,nn
2020-05-31T19:17:34.770Z,38.1705,-117986,2,0.9,ml,12,102.55,27,0.04,nn,nn00739870,2020-05-31T19:20:52.966Z,26 km SSE of Mina. Nevada,earthquake,,8.9,,,automatic,nn,nn
2020-05-31T19:15:02.630Z,35.4876667,-118294,5.32,0.95,ml,20,58,0.1345,0.11,ci,ci39224607,2020-06-02T21:32:34.301Z,21km ESE of Bodfish. CA,earthquake,0.18,0.81,198,8,reviewed,ci,ci
2020-05-31T19:13:49.090Z,38.1823,-117.8418,6.3,1.3,ml,15,70.66,19,0.08,nn,nn00739866,2020-05-31T19:18:47.503Z,32 km SE of Mina. Nevada,earthquake,,0.4,,,automatic,nn,nn
2020-05-31T19:13:36.120Z,33498,-116.5155,7.62,1.05,ml,40,56,0.06074,0.22,ci,ci39224599,2020-06-01T14:00:48.600Z,16km ESE of Anza. CA,earthquake,0.24,0.62,144,27,reviewed,ci,ci
2020-05-31T19:12:56.430Z,37.6683333,-118843,1.61,0.81,md,15,106,0.02447,0.06,nc,nc73400051,2020-05-31T20:08:03.774Z,12km ENE of Mammoth Lakes. CA,earthquake,0.67,1.32,162,12,reviewed,nc,nc
2020-05-31T19:10:29.480Z,38.1543,-117.9523,10.9,2.3,ml,24,55.37,48,0.09,nn,nn00739863,2020-05-31T19:14:55.875Z,29 km SSE of Mina. Nevada,earthquake,,0.6,,,automatic,nn,nn
2020-05-31T19:09:34.280Z,38.1522,-118017,5,1.2,ml,16,107.48,32,0.12,nn,nn00739862,2020-05-31T19:14:33.503Z,27 km SSE of Mina. Nevada,earthquake,,1.3,,,automatic,nn,nn
2020-05-31T19:05:49.680Z,38.1613,-117.9887,7.8,1.8,ml,19,59.57,0.04,0.36,nn,nn00739859,2020-05-31T19:11:17.278Z,27 km SSE of Mina. Nevada,earthquake,,1.9,,,automatic,nn,nn
2020-05-31T19:04:33.180Z,54189,-166.0116667,5.32,0.4,ml,7,199,0.01387,0.14,av,av70898479,2020-06-03T00:03:31.740Z,16 km WNW of Akutan. Alaska,earthquake,0.6,0.59,529,7,reviewed,av,av
2020-05-31T19:03:41.922Z,66317,-157.3602,7.7,0.9,ml,,,,0.57,ak,ak0206zp0q1o,2020-06-10T00:52:41.216Z,64 km S of Shungnak. Alaska,earthquake,,0.3,,,reviewed,ak,ak
2020-05-31T19:02:09.946Z,51.6529,-173.5912,12.4,1.8,ml,,,,0.48,ak,ak0206zp0fqs,2020-06-10T00:52:49.940Z,73 km SE of Atka. Alaska,earthquake,,7.9,,,reviewed,ak,ak
2020-05-31T19:02:01.630Z,35.9995,-120.5611667,1.5,0.44,md,19,85,0.02224,0.06,nc,nc73400036,2020-06-05T22:43:02.655Z,16km NW of Parkfield. CA,earthquake,0.19,0.45,0.18,7,reviewed,nc,nc
2020-05-31T19:01:29.177Z,62.8772,-149.0256,8.3,0.8,ml,,,,0.89,ak,ak0206zp09i3,2020-06-05T02:20:14.809Z,57 km S of Cantwell. Alaska,earthquake,,0.2,,,reviewed,ak,ak
2020-05-31T19:01:04.893Z,66.2995,-157297,6.5,1.1,ml,,,,0.76,ak,ak0206zp07n3,2020-06-05T02:20:13.935Z,66 km S of Shungnak. Alaska,earthquake,,0.3,,,reviewed,ak,ak
2020-05-31T19:00:03.350Z,19.2341671,-155.4161682,32.28,1.99,md,43,145,0.01795,0.12,hv,hv71537027,2020-05-31T19:03:25.790Z,7 km ENE of P?hala. Hawaii,earthquake,0.54,0.8,0.05,6,automatic,hv,hv
2020-05-31T18:59:40.820Z,38.1535,-117.9558,15.9,1.3,ml,12,109.06,52,0.05,nn,nn00739856,2020-05-31T19:03:54.908Z,29 km SSE of Mina. Nevada,earthquake,,1.1,,,automatic,nn,nn
2020-05-31T18:59:34.250Z,38.8086667,-122.8001667,1.8,1.3,md,41,36,0.003864,0.05,nc,nc73400031,2020-06-05T22:57:04.876Z,5km NW of The Geysers. CA,earthquake,0.13,0.2,215,7,reviewed,nc,nc
2020-05-31T18:58:44.670Z,35.6838333,-117489,6.32,0.72,ml,21,98,0.09954,0.12,ci,ci39224591,2020-06-01T04:12:03.908Z,12km SW of Searles Valley. CA,earthquake,0.18,0.84,142,8,reviewed,ci,ci
2020-05-31T18:55:12.010Z,38.1782,-117.8367,7.2,0.7,ml,11,149.73,61,0.03,nn,nn00739853,2020-05-31T19:00:32.347Z,33 km SE of Mina. Nevada,earthquake,,6.1,,,automatic,nn,nn
2020-05-31T18:50:50.988Z,60.5127,-145.1409,6.8,1.4,ml,,,,0.64,ak,ak0206zopbfs,2020-06-05T02:20:12.980Z,34 km E of Cordova. Alaska,earthquake,,0.2,,,reviewed,ak,ak
2020-05-31T18:45:31.760Z,36.8891667,-121.6256667,6.72,2.48,md,85,22,0.02118,0.14,nc,nc73400026,2020-06-08T16:04:13.040Z,2km E of Aromas. CA,earthquake,0.16,0.37,179,85,reviewed,nc,nc
2020-05-31T18:43:23.380Z,38159,-117.73,10.2,1.6,ml,21,100.21,64,0.05,nn,nn00739851,2020-05-31T18:56:56.651Z,41 km SE of Mina. Nevada,earthquake,,1.2,,,automatic,nn,nn
2020-05-31T18:39:29.800Z,58.2305,-155.1605,3.66,-0.58,ml,8,144,0.01791,0.15,av,av70898474,2020-06-02T23:59:58.480Z,84 km NNW of Karluk. Alaska,earthquake,0.58,1.45,341,8,reviewed,av,av
2020-05-31T18:37:05.980Z,38.2385,-117.78,2.6,0.4,ml,8,221.68,98,0.16,nn,nn00739849,2020-05-31T18:41:30.793Z,33 km ESE of Mina. Nevada,earthquake,,12.4,,,automatic,nn,nn
2020-05-31T18:31:56.680Z,58234,-155.1681667,3.69,-0.7,ml,5,214,0.01255,0.11,av,av70898469,2020-06-02T23:57:26.760Z,85 km NNW of Karluk. Alaska,earthquake,0.58,1.33,348,4,reviewed,av,av
2020-05-31T18:30:19.840Z,33.4951667,-116.5071667,8.7,0.77,ml,28,57,0.06528,0.11,ci,ci39224551,2020-06-02T21:24:45.248Z,17km ESE of Anza. CA,earthquake,0.14,0.38,0.1,15,reviewed,ci,ci
2020-05-31T18:29:51.150Z,58.2188333,-155.1625,4.18,-0.84,ml,6,232,0.02674,0.06,av,av70898464,2020-06-02T23:54:55.110Z,83 km NNW of Karluk. Alaska,earthquake,0.58,1.47,297,6,reviewed,av,av
2020-05-31T18:28:58.530Z,38.1772,-118.0443,3,0.3,ml,12,146.26,19,0.06,nn,nn00739847,2020-05-31T18:32:12.242Z,24 km SSE of Mina. Nevada,earthquake,,9.2,,,automatic,nn,nn
2020-05-31T18:21:58.548Z,-5288,129.1627,257.87,4.3,mb,,70,3415,0.83,us,us6000a6ln,2020-06-08T16:02:07.040Z,206 km SSE of Ambon. Indonesia,earthquake,10.6,17,178,9,reviewed,us,us
2020-05-31T18:19:27.730Z,38.8218346,-122.8431702,2.05,0.37,md,16,66,0.006486,0.04,nc,nc73400021,2020-05-31T18:43:03.061Z,9km WNW of The Geysers. CA,earthquake,0.26,0.5,0.36,3,automatic,nc,nc
2020-05-31T18:17:32.160Z,58.2336667,-155.1783333,3.53,-0.79,ml,8,131,0.009708,0.08,av,av70898459,2020-06-02T23:51:53.230Z,85 km NNW of Karluk. Alaska,earthquake,0.38,0.9,0.24,8,reviewed,av,av
2020-05-31T18:17:18.754Z,59.1271,-152.3659,56.6,2.1,ml,,,,0.6,ak,ak0206zoi8j5,2020-06-05T02:20:11.962Z,36 km SW of Nanwalek. Alaska,earthquake,,0.4,,,reviewed,ak,ak
2020-05-31T18:14:51.140Z,39117,-119.7143,12.5,1.2,ml,11,82.63,102,0.13,nn,nn00739843,2020-05-31T18:25:04.623Z,6 km SE of Carson City. Nevada,earthquake,,1.1,,,automatic,nn,nn
2020-05-31T18:13:45.180Z,38.1678,-117.9598,0.1,1.3,ml,13,95.95,54,0.3,nn,nn00739842,2020-05-31T18:24:55.050Z,27 km SSE of Mina. Nevada,earthquake,,1.5,,,automatic,nn,nn
2020-05-31T18:13:04.462Z,61.04,-152078,94.2,1.9,ml,,,,0.57,ak,ak0206zohckg,2020-06-05T02:20:10.884Z,50 km W of Tyonek. Alaska,earthquake,,0.4,,,reviewed,ak,ak
2020-05-31T18:10:25.860Z,38.2047,-117.6748,0.6,1.1,ml,12,186.28,81,0.11,nn,nn00739840,2020-05-31T18:15:13.394Z,41 km WNW of Tonopah. Nevada,earthquake,,8.9,,,automatic,nn,nn
2020-05-31T18:04:21.230Z,36.5888333,-121.8973333,4.01,1.69,md,26,159,0.01976,0.11,nc,nc73400016,2020-06-05T22:14:04.480Z,1km SSW of Monterey. CA,earthquake,0.47,0.42,0.22,25,reviewed,nc,nc
2020-05-31T18:04:00.940Z,38.1658,-117.9785,3.7,1.4,ml,17,86.14,0.03,0.18,nn,nn00739835,2020-05-31T18:08:41.461Z,27 km SSE of Mina. Nevada,earthquake,,0.7,,,automatic,nn,nn
2020-05-31T18:03:25.380Z,38167,-117.9042,6.3,0.9,ml,13,110.58,26,0.07,nn,nn00739833,2020-05-31T18:08:32.610Z,30 km SE of Mina. Nevada,earthquake,,0.8,,,automatic,nn,nn
2020-05-31T18:01:30.400Z,38.1278,-118.0788,1.9,1.1,ml,16,145.48,23,0.15,nn,nn00739830,2020-05-31T18:04:55.116Z,29 km S of Mina. Nevada,earthquake,,10.7,,,automatic,nn,nn
2020-05-31T18:00:54.300Z,18.1838,-66.1621,29,2.43,md,10,151,0.0757,0.09,pr,pr2020152016,2020-06-01T02:03:34.716Z,0 km N of Cidra. Puerto Rico,earthquake,0.62,0.88,0.12,8,reviewed,pr,pr
2020-05-31T18:00:26.436Z,64.0313,-135.8308,2.6,1.6,ml,,,,0.65,ak,ak0206zoem2g,2020-06-05T02:20:10.055Z,175 km E of Dawson City. Canada,earthquake,,0.5,,,reviewed,ak,ak
2020-05-31T17:56:22.770Z,40.5415,-121.6328333,5.64,1.27,md,10,74,0.04661,0.1,nc,nc73400011,2020-05-31T20:11:02.931Z,4km NE of Viola. CA,earthquake,0.39,0.68,292,9,reviewed,nc,nc
2020-05-31T17:53:35.620Z,38.1723,-117.8283,11.5,2.2,ml,28,48.85,37,0.11,nn,nn00739825,2020-05-31T17:57:58.289Z,34 km SE of Mina. Nevada,earthquake,,0.7,,,automatic,nn,nn
2020-05-31T17:48:11.330Z,38.1628,-117.8427,9.7,1.3,ml,23,70.07,0.02,0.09,nn,nn00739823,2020-05-31T17:54:15.884Z,34 km SE of Mina. Nevada,earthquake,,0.7,,,automatic,nn,nn
2020-05-31T17:46:35.050Z,32.8815,-115.5136667,6.76,1.44,ml,28,75,0.04431,0.18,ci,ci39224519,2020-06-02T20:57:32.102Z,6km NE of Imperial. CA,earthquake,0.24,0.42,185,15,reviewed,ci,ci
2020-05-31T17:46:13.530Z,19194,-64.8928,28,3.88,md,20,310,0.9684,0.51,pr,pr2020152015,2020-06-04T22:09:39.212Z,94 km N of Charlotte Amalie. U.S. Virgin Islands,earthquake,3.03,31.26,0.05,12,reviewed,pr,pr
2020-05-31T17:42:09.630Z,38.1668,-117.9757,1.1,1.2,ml,13,110.08,23,0.08,nn,nn00739820,2020-05-31T17:45:34.639Z,27 km SSE of Mina. Nevada,earthquake,,0.6,,,automatic,nn,nn
2020-05-31T17:39:50.740Z,38.2295,-117.7238,7.5,0.9,ml,14,102.26,21,0.02,nn,nn00739817,2020-05-31T17:43:33.323Z,38 km ESE of Mina. Nevada,earthquake,,6.3,,,automatic,nn,nn
2020-05-31T17:37:41.700Z,38.1375,-117.9668,10.8,0.2,ml,12,104.19,14,0.03,nn,nn00739814,2020-05-31T17:41:12.354Z,30 km SSE of Mina. Nevada,earthquake,,1.1,,,automatic,nn,nn
2020-05-31T17:36:23.225Z,60.0397,-152.5747,94.5,1.6,ml,,,,0.43,ak,ak0206zo0vvk,2020-06-05T02:20:09.022Z,48 km WNW of Happy Valley. Alaska,earthquake,,0.5,,,reviewed,ak,ak
2020-05-31T17:35:33.710Z,38.2028,-117722,7.8,1.2,ml,9,128.49,38,0.14,nn,nn00739813,2020-05-31T17:38:51.893Z,39 km ESE of Mina. Nevada,earthquake,,4.3,,,automatic,nn,nn
2020-05-31T17:34:29.930Z,52017,-176079,5.95,0.35,ml,6,125,0.02821,0.33,av,av70898449,2020-06-02T23:45:19.210Z,41 km ENE of Adak. Alaska,earthquake,1.05,1.25,213,6,reviewed,av,av
2020-05-31T17:34:22.900Z,32.9266667,-116.2385,8.53,0.81,ml,25,79,0.06126,0.18,ci,ci39224511,2020-06-02T20:38:56.897Z,26km SSW of Ocotillo Wells. CA,earthquake,0.23,0.52,0.2,8,reviewed,ci,ci
2020-05-31T17:34:18.100Z,17.9148,-66.7531,5,2.39,md,20,197,0.1398,0.3,pr,pr2020152014,2020-05-31T18:27:33.945Z,9 km SSW of Tallaboa. Puerto Rico,earthquake,0.67,0.43,0.43,11,reviewed,pr,pr
2020-05-31T17:34:10.789Z,36.35783333,-97.3555,6.73,1.67,ml,84,35,0.09988040006,0.26,ok,ok2020krft,2020-06-01T17:38:09.309Z,9 km NW of Perry. Oklahoma,earthquake,,0.5,0.25,5,reviewed,ok,ok
2020-05-31T17:33:42.590Z,32.8791667,-115.5165,4.53,1.42,ml,19,77,0.04334,0.15,ci,ci39224503,2020-06-02T20:29:27.757Z,6km NE of Imperial. CA,earthquake,0.3,0.44,193,11,reviewed,ci,ci
2020-05-31T17:33:38.390Z,38.0453333,-118.7473333,5.04,2.14,md,31,91,0.2808,0.05,nc,nc73399996,2020-06-02T08:13:03.372Z,30km SE of Bodie. CA,earthquake,0.22,5.05,185,29,reviewed,nc,nc
2020-05-31T17:33:35.800Z,39.4523333,-123.5546667,2.95,2.02,md,19,77,0.05282,0.09,nc,nc73399991,2020-06-05T22:04:04.424Z,15km W of Brooktrails. CA,earthquake,0.31,0.91,159,16,reviewed,nc,nc
2020-05-31T17:32:17.052Z,44.1208,-115.1018,10,2.7,ml,,74,747,0.85,us,us6000a386,2020-06-01T16:36:51.800Z,16 km SW of Stanley. Idaho,earthquake,1.7,2,71,26,reviewed,us,us
2020-05-31T17:31:38.980Z,38.8398323,-122.8028336,1.16,0.56,md,10,91,0.009857,0.04,nc,nc73399986,2020-05-31T18:30:03.970Z,7km WNW of Cobb. CA,earthquake,0.36,0.88,,1,automatic,nc,nc
2020-05-31T17:27:43.740Z,38.1188,-118092,6.8,1.1,ml,18,121.99,118,0.19,nn,nn00739807,2020-05-31T17:34:54.034Z,30 km S of Mina. Nevada,earthquake,,1.3,,,automatic,nn,nn
2020-05-31T17:26:34.740Z,38.1665,-118.0108,0.8,0.7,ml,13,72.56,27,0.17,nn,nn00739804,2020-05-31T17:29:52.620Z,26 km SSE of Mina. Nevada,earthquake,,6.2,,,automatic,nn,nn
2020-05-31T17:23:32.772Z,59.8758,-140.6841,16.9,1.3,ml,,,,0.72,ak,ak0206zny47h,2020-06-10T00:52:40.298Z,65 km NW of Yakutat. Alaska,earthquake,,0.2,,,reviewed,ak,ak
2020-05-31T17:21:43.210Z,32.8755,-115.5113333,5.71,1.31,ml,24,77,0.04896,0.18,ci,ci39224495,2020-06-01T17:47:49.735Z,6km ENE of Imperial. CA,earthquake,0.31,0.49,214,15,reviewed,ci,ci
2020-05-31T17:19:27.820Z,38.1845,-117.8367,10.9,1.9,ml,27,72.92,43,0.08,nn,nn00739800,2020-05-31T17:27:37.619Z,33 km SE of Mina. Nevada,earthquake,,0.6,,,automatic,nn,nn
2020-05-31T17:18:38.980Z,38.7989998,-122.7331696,-0.81,0.15,md,7,110,0.01598,0.05,nc,nc73399971,2020-05-31T17:50:17.719Z,3km SSW of Cobb. CA,earthquake,0.3,2.25,0.07,2,automatic,nc,nc
2020-05-31T17:16:29.360Z,38.1767,-117.7862,6,1.7,ml,24,50.61,58,0.14,nn,nn00739798,2020-05-31T17:21:04.068Z,36 km SE of Mina. Nevada,earthquake,,0.7,,,automatic,nn,nn
2020-05-31T17:14:58.667Z,66.4001,-135656,18.4,2,ml,,,,0.54,ak,ak0206znw8vt,2020-06-05T02:20:07.386Z,120 km SSW of Fort McPherson. Canada,earthquake,,0.3,,,reviewed,ak,ak
2020-05-31T17:12:41.130Z,17.9251,-66.7511,6,2.56,md,21,194,0.1375,0.21,pr,pr2020152017,2020-06-01T01:15:15.356Z,8 km SSW of Tallaboa. Puerto Rico,earthquake,0.54,0.31,0.2,10,reviewed,pr,pr
2020-05-31T17:11:35.340Z,38.7963333,-122.737999,0.63,1.16,md,16,65,0.01311,0.04,nc,nc73399966,2020-05-31T18:47:02.276Z,3km NE of The Geysers. CA,earthquake,0.22,0.55,0.09,5,automatic,nc,nc
2020-05-31T17:11:22.080Z,32.8803333,-115.5075,7.2,1.38,ml,27,78,0.04948,0.19,ci,ci39224487,2020-06-02T19:42:43.531Z,7km ENE of Imperial. CA,earthquake,0.28,0.49,285,19,reviewed,ci,ci
2020-05-31T17:10:21.270Z,38.1685,-118026,9.7,0.5,ml,9,145.46,0.01,0.05,nn,nn00739796,2020-05-31T17:17:40.127Z,25 km SSE of Mina. Nevada,earthquake,,8.4,,,automatic,nn,nn
2020-05-31T17:09:11.450Z,38.2115,-117.7382,8.9,0.8,ml,14,101.06,32,0.11,nn,nn00739793,2020-05-31T17:17:32.508Z,38 km ESE of Mina. Nevada,earthquake,,3.8,,,automatic,nn,nn
2020-05-31T17:08:46.646Z,60.4932,-151.5355,2.9,0.8,ml,,,,0.85,ak,ak0206znuy0d,2020-06-05T02:20:06.460Z,15 km WNW of Kalifornsky. Alaska,earthquake,,0.6,,,reviewed,ak,ak
2020-05-31T17:08:16.160Z,33.1451667,-116.4835,8.29,0.79,ml,23,108,0.1152,0.19,ci,ci39224471,2020-06-01T14:07:53.310Z,13km NE of Julian. CA,earthquake,0.44,1.1,149,14,reviewed,ci,ci
2020-05-31T17:07:14.690Z,38.1442,-117.8847,5.1,1.3,ml,15,72.51,19,0.07,nn,nn00739791,2020-05-31T17:10:55.233Z,33 km SE of Mina. Nevada,earthquake,,0.4,,,automatic,nn,nn
2020-05-31T17:06:03.970Z,35.7755,-117.5945,3.91,0.43,ml,19,78,0.04023,0.16,ci,ci39224463,2020-06-01T04:37:57.153Z,17km W of Searles Valley. CA,earthquake,0.24,0.46,103,8,reviewed,ci,ci
2020-05-31T17:02:14.270Z,38.8339996,-122.8079987,2.24,0.91,md,21,47,0.01071,0.02,nc,nc73399961,2020-05-31T17:29:17.582Z,8km W of Cobb. CA,earthquake,0.22,0.48,0.13,5,automatic,nc,nc
2020-05-31T16:59:42.753Z,63.3835,-151.4539,4.5,0.5,ml,,,,0.77,ak,ak0206znkd41,2020-06-05T02:20:05.662Z,22 km SE of Denali National Park. Alaska,earthquake,,0.6,,,reviewed,ak,ak
2020-05-31T16:57:42.650Z,32892,-115.5103333,5.68,2.07,ml,33,70,0.04342,0.19,ci,ci39224447,2020-06-02T19:29:53.456Z,7km NE of Imperial. CA,earthquake,0.24,0.38,0.16,16,reviewed,ci,ci
2020-05-31T16:56:58.970Z,32.8901667,-115.5121667,5.46,2.56,ml,33,42,0.04237,0.28,ci,ci39224439,2020-06-07T16:22:18.040Z,7km NE of Imperial. CA,earthquake,0.49,0.89,261,23,reviewed,ci,ci
2020-05-31T16:56:13.080Z,38.8186667,-122.8138333,2.01,0.22,md,20,52,0.00556,0.03,nc,nc73399951,2020-06-01T16:12:04.601Z,7km NW of The Geysers. CA,earthquake,0.2,0.46,,1,reviewed,nc,nc
2020-05-31T16:53:23.960Z,38.8318329,-122.8098297,2.09,0.88,md,19,47,0.008428,0.02,nc,nc73399946,2020-05-31T17:08:02.445Z,8km W of Cobb. CA,earthquake,0.23,0.45,0.13,4,automatic,nc,nc
2020-05-31T16:52:05.894Z,44.1266,-115.0969,10,3.9,mwr,,41,749,0.71,us,us6000a37q,2020-06-07T16:14:24.771Z,16 km SW of Stanley. Idaho,earthquake,2.6,1.9,47,43,reviewed,us,us
2020-05-31T16:50:39.230Z,38.1323,-118.0643,0.3,1.3,ml,11,112.23,26,0.09,nn,nn00739786,2020-05-31T16:55:51.944Z,28 km S of Mina. Nevada,earthquake,,8.6,,,automatic,nn,nn
2020-05-31T16:50:32.249Z,63.4759,-151.3549,3,0.6,ml,,,,0.69,ak,ak0206znih0u,2020-06-05T02:20:04.885Z,19 km ESE of Denali National Park. Alaska,earthquake,,0.6,,,reviewed,ak,ak
2020-05-31T16:47:20.310Z,38.1958,-117.7383,13.6,2.3,ml,31,101.03,137,0.11,nn,nn00739783,2020-05-31T16:52:07.321Z,38 km SE of Mina. Nevada,earthquake,,1.3,,,automatic,nn,nn
2020-05-31T16:47:07.647Z,17.8789,-66.7408,10,4.2,mb,,97,119,0.53,us,us6000a37p,2020-06-07T16:22:22.190Z,13 km SSW of Tallaboa. Puerto Rico,earthquake,1.9,1.9,372,2,reviewed,us,us
2020-05-31T16:46:28.000Z,38.1417,-117.9517,12.5,0.7,ml,11,120.73,13,0.22,nn,nn00739782,2020-05-31T16:51:51.797Z,30 km SSE of Mina. Nevada,earthquake,,3.2,,,automatic,nn,nn
2020-05-31T16:42:52.602Z,38.1944,-117.7464,11.1,2.9,ml,29,47.72,33,0.1157,nn,nn00739778,2020-06-07T16:02:19.040Z,38 km SE of Mina. Nevada,earthquake,,0.6,0.31,10,reviewed,nn,nn
2020-05-31T16:39:10.540Z,38.1935,-117768,8.3,1.3,ml,16,101.72,46,0.05,nn,nn00739775,2020-05-31T16:43:53.333Z,36 km SE of Mina. Nevada,earthquake,,1.5,,,automatic,nn,nn
2020-05-31T16:38:17.640Z,36.36533333,-97.71683333,7.28,1.65,ml,68,33,0.1772652145,0.17,ok,ok2020krdx,2020-06-01T17:18:24.897Z,1 km NW of Fairmont. Oklahoma,earthquake,,0.4,0.16,4,reviewed,ok,ok
2020-05-31T16:36:59.560Z,38139,-117.9205,8.8,0.6,ml,12,112.74,38,0.07,nn,nn00739773,2020-05-31T16:41:09.339Z,32 km SSE of Mina. Nevada,earthquake,,1.8,,,automatic,nn,nn
2020-05-31T16:33:43.870Z,38.7734985,-122.730835,-0.81,0.56,md,10,77,0.01277,0.11,nc,nc73399931,2020-05-31T18:07:02.831Z,2km E of The Geysers. CA,earthquake,0.27,2.02,0.09,4,automatic,nc,nc
2020-05-31T16:33:03.010Z,38.1548,-117.9367,10.2,1.5,ml,20,72.61,21,0.14,nn,nn00739769,2020-05-31T16:38:16.377Z,30 km SSE of Mina. Nevada,earthquake,,0.6,,,automatic,nn,nn
2020-05-31T16:30:44.170Z,35.9673333,-117.3731667,1.73,0.83,ml,23,52,0.1055,0.18,ci,ci39224415,2020-06-05T01:38:34.659Z,22km N of Searles Valley. CA,earthquake,0.26,0.48,137,11,reviewed,ci,ci
2020-05-31T16:28:33.580Z,44.2701667,-115.1793333,9.6,2.32,ml,8,85,898,0.23,mb,mb80428734,2020-06-01T16:53:21.750Z,20 km WNW of Stanley. Idaho,earthquake,0.6,1.36,288,11,reviewed,mb,mb
2020-05-31T16:26:12.140Z,38.1698,-117.8742,7.3,1.9,ml,23,76.21,22,0.11,nn,nn00739766,2020-05-31T16:34:16.628Z,31 km SE of Mina. Nevada,earthquake,,0.7,,,automatic,nn,nn
2020-05-31T16:26:07.030Z,35.9116667,-117.6738333,8.33,0.75,ml,14,80,0.04086,0.1,ci,ci39224407,2020-06-01T14:12:36.543Z,21km E of Little Lake. CA,earthquake,0.3,0.62,166,8,reviewed,ci,ci
2020-05-31T16:24:51.970Z,19126,-64923,60,3.62,md,10,316,894,0.41,pr,pr2020152013,2020-06-01T17:39:50.040Z,86 km N of Charlotte Amalie. U.S. Virgin Islands,earthquake,6.11,11.92,0.11,4,reviewed,pr,pr
2020-05-31T16:24:46.220Z,38.1972,-117.7433,13.1,1,ml,17,97.15,28,0.12,nn,nn00739764,2020-05-31T16:28:35.078Z,38 km SE of Mina. Nevada,earthquake,,2,,,automatic,nn,nn
2020-05-31T16:24:04.093Z,59.9023,-151.5503,57.6,1.4,ml,,,,0.46,ak,ak0206zncu83,2020-06-05T02:20:03.932Z,10 km NNE of Nikolaevsk. Alaska,earthquake,,0.7,,,reviewed,ak,ak
2020-05-31T16:23:20.470Z,32.7131667,-115.7698333,8.42,1.94,ml,37,50,0.07345,0.29,ci,ci39224399,2020-06-02T18:56:49.586Z,21km E of Ocotillo. CA,earthquake,0.35,0.99,163,18,reviewed,ci,ci
2020-05-31T16:21:34.330Z,38.8176651,-122.8215027,2.11,0.8,md,21,49,0.0106,0.03,nc,nc73399926,2020-05-31T17:41:04.320Z,7km NW of The Geysers. CA,earthquake,0.23,0.41,0.2,4,automatic,nc,nc
2020-05-31T16:20:50.630Z,38122,-118005,1.8,0.1,ml,9,172.2,36,0.28,nn,nn00739763,2020-05-31T16:25:31.290Z,31 km SSE of Mina. Nevada,earthquake,,24.2,,,automatic,nn,nn
2020-05-31T16:19:22.990Z,38.1325,-117.9663,4.8,1,ml,15,109.32,39,0.08,nn,nn00739760,2020-05-31T16:22:33.456Z,31 km SSE of Mina. Nevada,earthquake,,0.6,,,automatic,nn,nn
